source	type	gene_id	gene_type	gene_name	hgnc_id	havana_gene	transcript_id	transcript_type	transcript_name
HAVANA	gene	ENSG00000278934	TEC	AC117489.1	NA	OTTHUMG00000182479.1	ENST00000625169.1	TEC	AC117489.1-201
HAVANA	gene	ENSG00000170356	transcribed_unprocessed_pseudogene	OR2A20P	HGNC:15413	OTTHUMG00000158000.2	ENST00000498397.1	processed_transcript	OR2A20P-203
HAVANA	gene	ENSG00000280294	TEC	AC011008.2	NA	OTTHUMG00000163823.1	ENST00000624866.1	TEC	AC011008.2-201
HAVANA	gene	ENSG00000176771	protein_coding	NCKAP5	HGNC:29847	OTTHUMG00000153573.11	ENST00000358991.4	protein_coding	NCKAP5-202
HAVANA	gene	ENSG00000013725	protein_coding	CD6	HGNC:1691	OTTHUMG00000167823.2	ENST00000505761.2	retained_intron	CD6-207
HAVANA	gene	ENSG00000257178	lncRNA	AC103702.1	NA	OTTHUMG00000170223.1	ENST00000548801.1	lncRNA	AC103702.1-201
HAVANA	gene	ENSG00000272797	lncRNA	AC092954.1	NA	OTTHUMG00000186053.1	ENST00000609121.1	lncRNA	AC092954.1-201
HAVANA	gene	ENSG00000261754	lncRNA	AC008555.1	NA	OTTHUMG00000175768.2	ENST00000561778.2	lncRNA	AC008555.1-201
HAVANA	gene	ENSG00000157131	protein_coding	C8A	HGNC:1352	OTTHUMG00000008306.2	ENST00000361249.4	protein_coding	C8A-201
HAVANA	gene	ENSG00000250049	lncRNA	AC114316.1	NA	OTTHUMG00000162608.10	ENST00000671235.1	lncRNA	AC114316.1-207
HAVANA	gene	ENSG00000216819	unprocessed_pseudogene	TUBB2BP1	HGNC:42332	OTTHUMG00000014136.1	ENST00000404155.1	unprocessed_pseudogene	TUBB2BP1-201
HAVANA	gene	ENSG00000241399	protein_coding	CD302	HGNC:30843	OTTHUMG00000154080.2	ENST00000480212.1	processed_transcript	CD302-203
HAVANA	gene	ENSG00000179071	protein_coding	CCDC89	HGNC:26762	OTTHUMG00000166976.2	ENST00000316398.5	protein_coding	CCDC89-201
HAVANA	gene	ENSG00000236993	processed_pseudogene	GAPDHP21	HGNC:37773	OTTHUMG00000018260.2	ENST00000450301.2	processed_pseudogene	GAPDHP21-201
HAVANA	gene	ENSG00000228863	lncRNA	AL121985.1	NA	OTTHUMG00000024005.10	ENST00000628340.1	lncRNA	AL121985.1-210
HAVANA	gene	ENSG00000165757	protein_coding	JCAD	HGNC:29283	OTTHUMG00000017885.2	ENST00000465712.1	processed_transcript	JCAD-203
HAVANA	gene	ENSG00000189149	transcribed_unitary_pseudogene	CRYM-AS1	HGNC:34405	OTTHUMG00000191646.1	ENST00000637983.1	transcribed_unitary_pseudogene	CRYM-AS1-204
HAVANA	gene	ENSG00000272583	lncRNA	AL592494.2	NA	OTTHUMG00000186402.1	ENST00000609485.1	lncRNA	AL592494.2-201
HAVANA	gene	ENSG00000139174	protein_coding	PRICKLE1	HGNC:17019	OTTHUMG00000169443.5	ENST00000639588.1	processed_transcript	PRICKLE1-212
HAVANA	gene	ENSG00000077063	protein_coding	CTTNBP2	HGNC:15679	OTTHUMG00000022880.13	ENST00000412853.1	protein_coding	CTTNBP2-202
HAVANA	gene	ENSG00000100453	protein_coding	GZMB	HGNC:4709	OTTHUMG00000029369.6	ENST00000526004.1	protein_coding	GZMB-205
HAVANA	gene	ENSG00000182013	protein_coding	PNMA8A	HGNC:25578	OTTHUMG00000169421.3	ENST00000602246.1	protein_coding	PNMA8A-203
HAVANA	gene	ENSG00000262823	lncRNA	AC127521.1	NA	OTTHUMG00000177738.1	ENST00000577064.1	lncRNA	AC127521.1-203
HAVANA	gene	ENSG00000257262	lncRNA	AC023511.1	NA	OTTHUMG00000169331.1	ENST00000549055.1	lncRNA	AC023511.1-201
HAVANA	gene	ENSG00000243836	lncRNA	WDR86-AS1	HGNC:41186	OTTHUMG00000157360.1	ENST00000460148.1	retained_intron	WDR86-AS1-201
HAVANA	gene	ENSG00000226258	lncRNA	GRM7-AS3	HGNC:42444	OTTHUMG00000154912.7	ENST00000454410.2	lncRNA	GRM7-AS3-207
HAVANA	gene	ENSG00000214652	protein_coding	ZNF727	HGNC:22785	OTTHUMG00000156536.4	ENST00000456806.3	protein_coding	ZNF727-201
HAVANA	gene	ENSG00000106804	protein_coding	C5	HGNC:1331	OTTHUMG00000020579.4	ENST00000460578.1	processed_transcript	C5-202
HAVANA	gene	ENSG00000121594	protein_coding	CD80	HGNC:1700	OTTHUMG00000159419.2	ENST00000463729.1	retained_intron	CD80-203
HAVANA	gene	ENSG00000215548	unprocessed_pseudogene	FRG1JP	HGNC:51768	OTTHUMG00000058676.2	ENST00000376334.3	unprocessed_pseudogene	FRG1JP-201
HAVANA	gene	ENSG00000163121	protein_coding	NEURL3	HGNC:25162	OTTHUMG00000128645.8	ENST00000444588.3	retained_intron	NEURL3-203
HAVANA	gene	ENSG00000214076	transcribed_processed_pseudogene	CPSF1P1	HGNC:19251	OTTHUMG00000030378.3	ENST00000397477.2	transcribed_processed_pseudogene	CPSF1P1-201
HAVANA	gene	ENSG00000232445	lncRNA	EMSLR	HGNC:54408	OTTHUMG00000157105.4	ENST00000419422.2	lncRNA	EMSLR-201
HAVANA	gene	ENSG00000260828	processed_pseudogene	HMGB3P32	HGNC:39335	OTTHUMG00000176434.1	ENST00000567416.1	processed_pseudogene	HMGB3P32-201
HAVANA	gene	ENSG00000166928	protein_coding	MS4A14	HGNC:30706	OTTHUMG00000167357.5	ENST00000534688.2	protein_coding	MS4A14-211
HAVANA	gene	ENSG00000158008	protein_coding	EXTL1	HGNC:3515	OTTHUMG00000007509.2	ENST00000470037.1	processed_transcript	EXTL1-202
HAVANA	gene	ENSG00000135406	protein_coding	PRPH	HGNC:9461	OTTHUMG00000167140.8	ENST00000530631.1	retained_intron	PRPH-203
HAVANA	gene	ENSG00000103569	protein_coding	AQP9	HGNC:643	OTTHUMG00000132631.3	ENST00000219919.9	protein_coding	AQP9-201
HAVANA	gene	ENSG00000237473	lncRNA	AC068759.1	NA	OTTHUMG00000157006.3	ENST00000671016.1	lncRNA	AC068759.1-202
HAVANA	gene	ENSG00000101445	protein_coding	PPP1R16B	HGNC:15850	OTTHUMG00000032465.4	ENST00000463749.1	processed_transcript	PPP1R16B-203
HAVANA	gene	ENSG00000285593	lncRNA	AC055872.3	NA	OTTHUMG00000192863.1	ENST00000649660.1	lncRNA	AC055872.3-201
HAVANA	gene	ENSG00000108405	protein_coding	P2RX1	HGNC:8533	OTTHUMG00000177673.2	ENST00000571637.1	nonsense_mediated_decay	P2RX1-202
HAVANA	gene	ENSG00000282033	lncRNA	AC074387.1	NA	OTTHUMG00000191453.1	ENST00000632044.1	lncRNA	AC074387.1-201
HAVANA	gene	ENSG00000030304	protein_coding	MUSK	HGNC:7525	OTTHUMG00000020485.7	ENST00000374438.1	retained_intron	MUSK-202
HAVANA	gene	ENSG00000108932	protein_coding	SLC16A6	HGNC:10927	OTTHUMG00000179812.4	ENST00000582867.1	protein_coding	SLC16A6-203
HAVANA	gene	ENSG00000260001	protein_coding	TGFBR3L	HGNC:44152	OTTHUMG00000175717.3	ENST00000566166.1	retained_intron	TGFBR3L-203
HAVANA	gene	ENSG00000109846	protein_coding	CRYAB	HGNC:2389	OTTHUMG00000166885.12	ENST00000528628.5	protein_coding	CRYAB-208
HAVANA	gene	ENSG00000156869	protein_coding	FRRS1	HGNC:27622	OTTHUMG00000010768.5	ENST00000370176.2	retained_intron	FRRS1-202
HAVANA	gene	ENSG00000224063	lncRNA	AC007319.1	NA	OTTHUMG00000154263.3	ENST00000428329.1	lncRNA	AC007319.1-203
HAVANA	gene	ENSG00000234602	protein_coding	MCIDAS	HGNC:40050	OTTHUMG00000162600.3	ENST00000515336.1	processed_transcript	MCIDAS-203
HAVANA	gene	ENSG00000259459	lncRNA	LINC02568	HGNC:51430	OTTHUMG00000172301.3	ENST00000559821.2	lncRNA	LINC02568-202
HAVANA	gene	ENSG00000148426	protein_coding	PROSER2	HGNC:23728	OTTHUMG00000017673.6	ENST00000379200.1	protein_coding	PROSER2-202
HAVANA	gene	ENSG00000132518	protein_coding	GUCY2D	HGNC:4689	OTTHUMG00000108169.3	ENST00000574510.1	retained_intron	GUCY2D-202
HAVANA	gene	ENSG00000279631	TEC	AL158211.5	NA	OTTHUMG00000176140.1	ENST00000623583.1	TEC	AL158211.5-201
HAVANA	gene	ENSG00000167165	protein_coding	UGT1A6	HGNC:12538	OTTHUMG00000059122.10	ENST00000406651.1	protein_coding	UGT1A6-203
ENSEMBL	gene	ENSG00000252051	misc_RNA	RN7SKP276	HGNC:46000	NA	ENST00000516242.1	misc_RNA	RN7SKP276-201
HAVANA	gene	ENSG00000167549	protein_coding	CORO6	HGNC:21356	OTTHUMG00000132732.4	ENST00000584602.1	protein_coding	CORO6-211
HAVANA	gene	ENSG00000265962	lncRNA	GACAT2	HGNC:50516	OTTHUMG00000178955.1	ENST00000579368.1	lncRNA	GACAT2-201
HAVANA	gene	ENSG00000272405	lncRNA	AL365181.3	NA	OTTHUMG00000185554.1	ENST00000605886.1	lncRNA	AL365181.3-201
HAVANA	gene	ENSG00000004468	protein_coding	CD38	HGNC:1667	OTTHUMG00000048206.6	ENST00000510674.1	protein_coding	CD38-204
HAVANA	gene	ENSG00000197934	lncRNA	CYYR1-AS1	HGNC:39560	OTTHUMG00000078660.1	ENST00000357401.3	lncRNA	CYYR1-AS1-201
HAVANA	gene	ENSG00000080031	protein_coding	PTPRH	HGNC:9672	OTTHUMG00000180701.3	ENST00000587662.1	processed_transcript	PTPRH-205
HAVANA	gene	ENSG00000168243	protein_coding	GNG4	HGNC:4407	OTTHUMG00000040740.4	ENST00000484517.2	protein_coding	GNG4-205
HAVANA	gene	ENSG00000261594	protein_coding	TPBGL	HGNC:44159	OTTHUMG00000165441.3	ENST00000562197.3	protein_coding	TPBGL-201
HAVANA	gene	ENSG00000136235	protein_coding	GPNMB	HGNC:4462	OTTHUMG00000022811.7	ENST00000468723.1	retained_intron	GPNMB-207
HAVANA	gene	ENSG00000079156	protein_coding	OSBPL6	HGNC:16388	OTTHUMG00000132579.5	ENST00000477097.1	processed_transcript	OSBPL6-208
HAVANA	gene	ENSG00000148344	protein_coding	PTGES	HGNC:9599	OTTHUMG00000020791.5	ENST00000340607.5	protein_coding	PTGES-201
HAVANA	gene	ENSG00000253837	lncRNA	AC090197.1	NA	OTTHUMG00000163787.1	ENST00000519692.1	lncRNA	AC090197.1-202
HAVANA	gene	ENSG00000116299	protein_coding	KIAA1324	HGNC:29618	OTTHUMG00000011725.6	ENST00000527501.1	nonsense_mediated_decay	KIAA1324-208
HAVANA	gene	ENSG00000127074	protein_coding	RGS13	HGNC:9995	OTTHUMG00000035601.1	ENST00000482095.1	processed_transcript	RGS13-203
HAVANA	gene	ENSG00000228304	unprocessed_pseudogene	OR4K6P	HGNC:14748	OTTHUMG00000170623.1	ENST00000416478.1	unprocessed_pseudogene	OR4K6P-201
HAVANA	gene	ENSG00000241106	protein_coding	HLA-DOB	HGNC:4937	OTTHUMG00000031213.7	ENST00000447394.1	protein_coding	HLA-DOB-207
HAVANA	gene	ENSG00000260458	protein_coding	KCNJ18	HGNC:39080	OTTHUMG00000175863.1	ENST00000567955.3	protein_coding	KCNJ18-201
HAVANA	gene	ENSG00000168032	protein_coding	ENTPD3	HGNC:3365	OTTHUMG00000131390.7	ENST00000445129.1	protein_coding	ENTPD3-203
HAVANA	gene	ENSG00000197050	protein_coding	ZNF420	HGNC:20649	OTTHUMG00000048168.7	ENST00000586540.1	processed_transcript	ZNF420-204
HAVANA	gene	ENSG00000181072	protein_coding	CHRM2	HGNC:1951	OTTHUMG00000155658.3	ENST00000401861.1	protein_coding	CHRM2-202
HAVANA	gene	ENSG00000166592	protein_coding	RRAD	HGNC:10446	OTTHUMG00000137511.5	ENST00000566577.1	protein_coding	RRAD-203
HAVANA	gene	ENSG00000158296	protein_coding	SLC13A3	HGNC:14430	OTTHUMG00000033042.9	ENST00000417157.2	protein_coding	SLC13A3-205
HAVANA	gene	ENSG00000082684	protein_coding	SEMA5B	HGNC:10737	OTTHUMG00000140392.5	ENST00000449546.1	protein_coding	SEMA5B-205
HAVANA	gene	ENSG00000261090	lncRNA	AC127459.2	NA	OTTHUMG00000177262.5	ENST00000567395.1	lncRNA	AC127459.2-201
HAVANA	gene	ENSG00000102802	protein_coding	MEDAG	HGNC:25926	OTTHUMG00000016679.2	ENST00000428944.1	protein_coding	MEDAG-202
HAVANA	gene	ENSG00000287315	lncRNA	AL670729.3	NA	OTTHUMG00000193832.1	ENST00000653257.1	lncRNA	AL670729.3-201
HAVANA	gene	ENSG00000286566	lncRNA	AC023511.3	NA	OTTHUMG00000194306.1	ENST00000653361.1	lncRNA	AC023511.3-201
HAVANA	gene	ENSG00000108576	protein_coding	SLC6A4	HGNC:11050	OTTHUMG00000132751.7	ENST00000394821.2	protein_coding	SLC6A4-202
HAVANA	gene	ENSG00000261800	lncRNA	AC023824.5	NA	OTTHUMG00000176231.4	ENST00000669901.1	lncRNA	AC023824.5-203
HAVANA	gene	ENSG00000214376	protein_coding	VSTM5	HGNC:34443	OTTHUMG00000154159.3	ENST00000414919.2	retained_intron	VSTM5-203
HAVANA	gene	ENSG00000259200	lncRNA	AC068722.1	NA	OTTHUMG00000172029.2	ENST00000655516.1	lncRNA	AC068722.1-203
HAVANA	gene	ENSG00000287404	lncRNA	AL451080.1	NA	OTTHUMG00000195607.1	ENST00000669568.1	lncRNA	AL451080.1-201
HAVANA	gene	ENSG00000261634	lncRNA	AC026992.2	NA	OTTHUMG00000173056.3	ENST00000563004.2	lncRNA	AC026992.2-203
HAVANA	gene	ENSG00000232946	processed_pseudogene	AL354707.2	NA	OTTHUMG00000019529.2	ENST00000427308.1	processed_pseudogene	AL354707.2-201
HAVANA	gene	ENSG00000259780	lncRNA	AC009065.2	NA	OTTHUMG00000177085.1	ENST00000564055.1	lncRNA	AC009065.2-201
HAVANA	gene	ENSG00000204092	lncRNA	LINC00951	HGNC:48662	OTTHUMG00000014658.1	ENST00000373171.2	lncRNA	LINC00951-201
HAVANA	gene	ENSG00000285848	lncRNA	AC025280.3	NA	OTTHUMG00000193198.1	ENST00000648152.1	lncRNA	AC025280.3-201
HAVANA	gene	ENSG00000088340	transcribed_unitary_pseudogene	FER1L4	HGNC:15801	OTTHUMG00000032354.12	ENST00000426117.1	processed_transcript	FER1L4-203
HAVANA	gene	ENSG00000198842	protein_coding	DUSP27	HGNC:25034	OTTHUMG00000034434.3	ENST00000485151.1	processed_transcript	DUSP27-204
HAVANA	gene	ENSG00000147443	protein_coding	DOK2	HGNC:2991	OTTHUMG00000131075.5	ENST00000522011.1	retained_intron	DOK2-204
HAVANA	gene	ENSG00000265417	processed_pseudogene	AP005119.2	NA	OTTHUMG00000178371.1	ENST00000579735.1	processed_pseudogene	AP005119.2-201
HAVANA	gene	ENSG00000226355	lncRNA	AL353803.1	NA	OTTHUMG00000020779.4	ENST00000655097.1	lncRNA	AL353803.1-202
HAVANA	gene	ENSG00000204950	protein_coding	LRRC10B	HGNC:37215	OTTHUMG00000168178.2	ENST00000378075.4	protein_coding	LRRC10B-201
HAVANA	gene	ENSG00000286358	lncRNA	AC096647.1	NA	OTTHUMG00000195617.1	ENST00000652985.1	lncRNA	AC096647.1-201
HAVANA	gene	ENSG00000254369	lncRNA	HOXA-AS3	HGNC:43748	OTTHUMG00000158092.4	ENST00000524304.1	lncRNA	HOXA-AS3-205
HAVANA	gene	ENSG00000205837	lncRNA	LINC00487	HGNC:42947	OTTHUMG00000151630.2	ENST00000382045.3	lncRNA	LINC00487-201
HAVANA	gene	ENSG00000260549	transcribed_unprocessed_pseudogene	MT1L	HGNC:7404	OTTHUMG00000176212.2	ENST00000566367.1	transcribed_unprocessed_pseudogene	MT1L-202
HAVANA	gene	ENSG00000075891	protein_coding	PAX2	HGNC:8616	OTTHUMG00000018913.5	ENST00000554172.2	protein_coding	PAX2-208
HAVANA	gene	ENSG00000264659	lncRNA	AC064805.2	NA	OTTHUMG00000178861.2	ENST00000582959.1	lncRNA	AC064805.2-203
HAVANA	gene	ENSG00000128045	protein_coding	RASL11B	HGNC:23804	OTTHUMG00000102097.5	ENST00000505041.1	processed_transcript	RASL11B-202
HAVANA	gene	ENSG00000254501	lncRNA	AP003068.1	NA	OTTHUMG00000165602.1	ENST00000528887.1	lncRNA	AP003068.1-201
HAVANA	gene	ENSG00000235209	lncRNA	AL022318.1	NA	OTTHUMG00000151001.1	ENST00000450216.1	lncRNA	AL022318.1-201
HAVANA	gene	ENSG00000239415	lncRNA	AP001469.3	NA	OTTHUMG00000090631.1	ENST00000430259.1	lncRNA	AP001469.3-202
HAVANA	gene	ENSG00000214810	processed_pseudogene	CYCSP55	HGNC:21252	OTTHUMG00000014540.2	ENST00000399027.3	processed_pseudogene	CYCSP55-201
HAVANA	gene	ENSG00000173218	protein_coding	VANGL1	HGNC:15512	OTTHUMG00000011971.4	ENST00000474344.1	processed_transcript	VANGL1-205
HAVANA	gene	ENSG00000109511	protein_coding	ANXA10	HGNC:534	OTTHUMG00000161275.3	ENST00000503003.1	retained_intron	ANXA10-202
HAVANA	gene	ENSG00000226334	lncRNA	AL359182.1	NA	OTTHUMG00000020418.1	ENST00000435915.1	lncRNA	AL359182.1-201
HAVANA	gene	ENSG00000115457	protein_coding	IGFBP2	HGNC:5471	OTTHUMG00000155341.3	ENST00000436812.1	protein_coding	IGFBP2-203
HAVANA	gene	ENSG00000156127	protein_coding	BATF	HGNC:958	OTTHUMG00000171486.3	ENST00000555504.1	protein_coding	BATF-202
HAVANA	gene	ENSG00000066279	protein_coding	ASPM	HGNC:19048	OTTHUMG00000036277.2	ENST00000367408.5	protein_coding	ASPM-202
HAVANA	gene	ENSG00000166634	protein_coding	SERPINB12	HGNC:14220	OTTHUMG00000132789.3	ENST00000382768.1	protein_coding	SERPINB12-202
HAVANA	gene	ENSG00000249184	lncRNA	AC107074.1	NA	OTTHUMG00000161740.8	ENST00000513617.1	lncRNA	AC107074.1-202
HAVANA	gene	ENSG00000122176	protein_coding	FMOD	HGNC:3774	OTTHUMG00000035910.5	ENST00000461936.1	processed_transcript	FMOD-202
HAVANA	gene	ENSG00000231156	lncRNA	AC093702.1	NA	OTTHUMG00000152444.1	ENST00000423433.1	lncRNA	AC093702.1-201
ENSEMBL	gene	ENSG00000164393	protein_coding	ADGRF2	HGNC:18991	OTTHUMG00000046168.4	ENST00000398742.2	protein_coding	ADGRF2-202
HAVANA	gene	ENSG00000205488	lncRNA	CALML3-AS1	HGNC:44682	OTTHUMG00000168090.2	ENST00000545372.1	lncRNA	CALML3-AS1-203
HAVANA	gene	ENSG00000174332	protein_coding	GLIS1	HGNC:29525	OTTHUMG00000008079.2	ENST00000628545.1	protein_coding	GLIS1-202
HAVANA	gene	ENSG00000125731	protein_coding	SH2D3A	HGNC:16885	OTTHUMG00000181868.3	ENST00000595369.1	retained_intron	SH2D3A-203
HAVANA	gene	ENSG00000172296	protein_coding	SPTLC3	HGNC:16253	OTTHUMG00000031899.5	ENST00000485952.1	processed_transcript	SPTLC3-206
HAVANA	gene	ENSG00000158457	protein_coding	TSPAN33	HGNC:28743	OTTHUMG00000158420.4	ENST00000498745.1	processed_transcript	TSPAN33-203
HAVANA	gene	ENSG00000164023	protein_coding	SGMS2	HGNC:28395	OTTHUMG00000131811.5	ENST00000504754.1	processed_transcript	SGMS2-206
HAVANA	gene	ENSG00000131037	protein_coding	EPS8L1	HGNC:21295	OTTHUMG00000180513.4	ENST00000587715.1	retained_intron	EPS8L1-206
HAVANA	gene	ENSG00000006210	protein_coding	CX3CL1	HGNC:10647	OTTHUMG00000133469.6	ENST00000565912.1	protein_coding	CX3CL1-204
HAVANA	gene	ENSG00000205718	protein_coding	MBD3L4	HGNC:37206	OTTHUMG00000181974.1	ENST00000381394.8	protein_coding	MBD3L4-201
HAVANA	gene	ENSG00000250917	lncRNA	AL035458.2	NA	OTTHUMG00000185883.1	ENST00000512005.1	lncRNA	AL035458.2-201
HAVANA	gene	ENSG00000262503	processed_pseudogene	AC027763.1	NA	OTTHUMG00000177877.1	ENST00000572223.1	processed_pseudogene	AC027763.1-201
HAVANA	gene	ENSG00000263155	protein_coding	MYZAP	HGNC:43444	OTTHUMG00000132453.8	ENST00000461709.1	protein_coding	MYZAP-203
HAVANA	gene	ENSG00000261863	lncRNA	LINC01996	HGNC:52830	OTTHUMG00000177830.1	ENST00000573270.1	lncRNA	LINC01996-201
HAVANA	gene	ENSG00000244306	transcribed_processed_pseudogene	AL589743.1	NA	OTTHUMG00000170430.13	ENST00000610531.1	processed_transcript	AL589743.1-211
HAVANA	gene	ENSG00000287723	lncRNA	AP005901.6	NA	OTTHUMG00000194836.1	ENST00000666083.1	lncRNA	AP005901.6-202
HAVANA	gene	ENSG00000271581	unprocessed_pseudogene	AL671883.2	NA	OTTHUMG00000184567.1	ENST00000603274.1	unprocessed_pseudogene	AL671883.2-201
ENSEMBL	gene	ENSG00000198670	protein_coding	LPA	HGNC:6667	OTTHUMG00000015956.2	ENST00000614786.1	protein_coding	LPA-203
HAVANA	gene	ENSG00000251191	lncRNA	LINC00589	HGNC:32299	OTTHUMG00000163800.4	ENST00000506121.3	lncRNA	LINC00589-201
HAVANA	gene	ENSG00000165828	protein_coding	PRAP1	HGNC:23304	OTTHUMG00000019312.3	ENST00000433452.6	protein_coding	PRAP1-201
ENSEMBL	gene	ENSG00000174473	protein_coding	GALNTL6	HGNC:33844	OTTHUMG00000160807.4	ENST00000616459.1	protein_coding	GALNTL6-207
HAVANA	gene	ENSG00000165887	protein_coding	ANKRD2	HGNC:495	OTTHUMG00000018860.2	ENST00000455090.1	protein_coding	ANKRD2-204
ENSEMBL	gene	ENSG00000169760	protein_coding	NLGN1	HGNC:14291	OTTHUMG00000157005.6	ENST00000401917.4	protein_coding	NLGN1-202
HAVANA	gene	ENSG00000276085	protein_coding	CCL3L3	HGNC:30554	OTTHUMG00000188419.1	ENST00000616702.1	processed_transcript	CCL3L3-202
HAVANA	gene	ENSG00000214851	lncRNA	LINC00612	HGNC:28621	OTTHUMG00000168288.1	ENST00000538094.1	lncRNA	LINC00612-201
HAVANA	gene	ENSG00000271321	protein_coding	CTAGE6	HGNC:28644	OTTHUMG00000157770.2	ENST00000470691.2	protein_coding	CTAGE6-201
HAVANA	gene	ENSG00000164106	protein_coding	SCRG1	HGNC:17036	OTTHUMG00000161249.3	ENST00000512188.1	nonsense_mediated_decay	SCRG1-202
HAVANA	gene	ENSG00000224468	lncRNA	LAMC1-AS1	HGNC:52645	OTTHUMG00000046152.3	ENST00000457852.3	lncRNA	LAMC1-AS1-201
HAVANA	gene	ENSG00000229630	lncRNA	LINC01264	HGNC:50282	OTTHUMG00000018022.1	ENST00000431395.1	lncRNA	LINC01264-201
HAVANA	gene	ENSG00000285984	lncRNA	AC009301.1	NA	OTTHUMG00000192922.1	ENST00000649302.1	lncRNA	AC009301.1-201
HAVANA	gene	ENSG00000287089	lncRNA	AL138889.3	NA	OTTHUMG00000195315.1	ENST00000664739.1	lncRNA	AL138889.3-201
HAVANA	gene	ENSG00000224568	lncRNA	LINC01886	HGNC:52705	OTTHUMG00000153209.8	ENST00000439893.1	lncRNA	LINC01886-201
HAVANA	gene	ENSG00000145284	protein_coding	SCD5	HGNC:21088	OTTHUMG00000130293.2	ENST00000273908.4	protein_coding	SCD5-201
HAVANA	gene	ENSG00000183034	protein_coding	OTOP2	HGNC:19657	OTTHUMG00000179215.2	ENST00000584711.5	retained_intron	OTOP2-203
HAVANA	gene	ENSG00000151150	protein_coding	ANK3	HGNC:494	OTTHUMG00000018288.16	ENST00000510382.1	processed_transcript	ANK3-220
HAVANA	gene	ENSG00000237803	lncRNA	LINC00211	HGNC:37459	OTTHUMG00000152169.8	ENST00000659701.1	lncRNA	LINC00211-207
HAVANA	gene	ENSG00000279673	TEC	AC092919.3	NA	OTTHUMG00000175845.1	ENST00000623631.1	TEC	AC092919.3-201
HAVANA	gene	ENSG00000112419	protein_coding	PHACTR2	HGNC:20956	OTTHUMG00000015732.4	ENST00000536245.1	retained_intron	PHACTR2-210
HAVANA	gene	ENSG00000237990	lncRNA	CNTN4-AS1	HGNC:39985	OTTHUMG00000154875.4	ENST00000629672.1	lncRNA	CNTN4-AS1-202
HAVANA	gene	ENSG00000130203	protein_coding	APOE	HGNC:613	OTTHUMG00000128901.5	ENST00000425718.1	protein_coding	APOE-202
HAVANA	gene	ENSG00000225210	transcribed_processed_pseudogene	DUXAP9	HGNC:32188	OTTHUMG00000188246.5	ENST00000622815.1	transcribed_processed_pseudogene	DUXAP9-208
HAVANA	gene	ENSG00000177272	protein_coding	KCNA3	HGNC:6221	OTTHUMG00000034493.2	ENST00000369769.4	protein_coding	KCNA3-201
HAVANA	gene	ENSG00000286373	lncRNA	AC022387.2	NA	OTTHUMG00000195096.1	ENST00000654322.1	lncRNA	AC022387.2-201
HAVANA	gene	ENSG00000177133	lncRNA	PRDM16-DT	HGNC:48664	OTTHUMG00000000563.4	ENST00000321336.1	lncRNA	PRDM16-DT-201
HAVANA	gene	ENSG00000108984	protein_coding	MAP2K6	HGNC:6846	OTTHUMG00000180311.4	ENST00000592348.1	retained_intron	MAP2K6-208
HAVANA	gene	ENSG00000186074	protein_coding	CD300LF	HGNC:29883	OTTHUMG00000067609.5	ENST00000583544.1	retained_intron	CD300LF-209
HAVANA	gene	ENSG00000172789	protein_coding	HOXC5	HGNC:5127	OTTHUMG00000160028.1	ENST00000312492.2	protein_coding	HOXC5-201
HAVANA	gene	ENSG00000255446	lncRNA	AP003064.2	NA	OTTHUMG00000167527.1	ENST00000528983.1	lncRNA	AP003064.2-201
HAVANA	gene	ENSG00000265485	lncRNA	LINC01915	HGNC:52734	OTTHUMG00000179501.6	ENST00000578490.2	lncRNA	LINC01915-202
HAVANA	gene	ENSG00000279041	TEC	AC102945.2	NA	OTTHUMG00000163910.1	ENST00000623026.1	TEC	AC102945.2-201
HAVANA	gene	ENSG00000287446	lncRNA	AC007731.6	NA	OTTHUMG00000194038.1	ENST00000667786.1	lncRNA	AC007731.6-201
HAVANA	gene	ENSG00000254510	lncRNA	AP001107.5	NA	OTTHUMG00000166924.2	ENST00000526186.1	lncRNA	AP001107.5-203
HAVANA	gene	ENSG00000116991	protein_coding	SIPA1L2	HGNC:23800	OTTHUMG00000037820.1	ENST00000486472.1	processed_transcript	SIPA1L2-204
HAVANA	gene	ENSG00000250039	lncRNA	AC096719.1	NA	OTTHUMG00000162099.5	ENST00000665861.1	lncRNA	AC096719.1-203
HAVANA	gene	ENSG00000227954	lncRNA	TARID	HGNC:50506	OTTHUMG00000015607.4	ENST00000630728.1	lncRNA	TARID-210
HAVANA	gene	ENSG00000206579	protein_coding	XKR4	HGNC:29394	OTTHUMG00000164288.3	ENST00000518261.1	processed_transcript	XKR4-202
HAVANA	gene	ENSG00000101311	protein_coding	FERMT1	HGNC:15889	OTTHUMG00000031826.4	ENST00000378844.1	protein_coding	FERMT1-202
HAVANA	gene	ENSG00000155980	protein_coding	KIF5A	HGNC:6323	OTTHUMG00000170143.2	ENST00000552227.1	retained_intron	KIF5A-203
HAVANA	gene	ENSG00000254844	lncRNA	AP000757.2	NA	OTTHUMG00000166521.2	ENST00000531850.2	lncRNA	AP000757.2-201
HAVANA	gene	ENSG00000229154	lncRNA	KCNQ5-AS1	HGNC:40323	OTTHUMG00000015018.5	ENST00000429832.1	lncRNA	KCNQ5-AS1-201
HAVANA	gene	ENSG00000251348	processed_pseudogene	HSPD1P11	HGNC:35142	OTTHUMG00000162737.1	ENST00000508643.1	processed_pseudogene	HSPD1P11-201
