IlmnID	Strand	UCSC_RefGene_Name	UCSC_RefGene_Accession	class
cg09902254	F	SHANK2	NM_012309	Body
cg23918130	R	GPR133	NM_198827	Body
cg22506801	F	GRID2	NM_001510	Body
cg24601480	F	NHSL1;NHSL1	NM_001144060;NM_020464	Body
cg18381051	R	PRDM16;PRDM16	NM_022114;NM_199454	Body
cg25518712	R	ZSCAN18	NM_001145542	Body
cg17586256	R	DLL1	NM_005618	Body
cg05783185	F	EXT1	NM_000127	Body
cg24399122	R	COL9A1;COL9A1;COL9A1	NM_001851;NM_078485;NM_078485	Body
cg14580211	R	C5orf62	NM_032947	Body
cg03485669	R	DLC1	NM_182643	Body
cg05280794	R	ABR;ABR	NM_021962;NM_001159746	Body
cg09434534	F	C3orf30;IGSF11;C3orf30	NM_152539;NM_152538;NM_152539	Body
cg03783663	R	KLHL1;ATXN8OS	NM_020866;NR_002717	Body
cg07083862	F	TPO;TPO;TPO;TPO;TPO;TPO	NM_175719;NM_000547;NM_000547;NM_175721;NM_175719;NM_175722	Body
cg16717713	R	CCDC85C	NM_001144995	Body
cg00296578	F	CRIM1	NM_016441	Body
cg14379462	R	SURF4	NM_033161	Body
cg26675336	R	AKAP13;AKAP13	NM_007200;NM_006738	Body
cg04642105	F	CTBP1;CTBP1	NM_001328;NM_001012614	Body
cg12288941	F	LOC145845	NR_024264	Body
cg08542181	F	USH2A;USH2A	NM_007123;NM_206933	Body
cg11199810	R	PLEKHO1	NM_016274	Body
cg00243527	R	LIF	NM_002309	Body
cg14173033	R	FOXK2	NM_004514	Body
cg18232347	R	NKAIN1	NM_024522	Body
cg10640333	R	OTX1	NM_014562	Body
cg14537332	R	SHANK2;SHANK2	NM_012309;NM_133266	Body
cg26035689	R	NKAIN3	NM_173688	Body
cg15278374	F	GPR133	NM_198827	Body
cg22635491	R	TBX3;TBX3	NM_005996;NM_016569	Body
cg24881607	F	HEY2	NM_012259	Body
cg09141623	F	PRKG1;PRKG1	NM_001098512;NM_006258	Body
cg08220753	R	RAB40C	NM_021168	Body
cg20675150	F	TRIM27	NM_006510	Body
cg01866431	R	GLT1D1	NM_144669	Body
cg17622855	R	ZDHHC14;ZDHHC14	NM_153746;NM_024630	Body
cg12306367	F	GATA6	NM_005257	Body
cg24802835	R	STOX2	NM_020225	Body
cg23202177	R	NHLH2;NHLH2;NHLH2	NM_001111061;NM_001111061;NM_005599	Body
cg03347590	F	PITX1	NM_002653	Body
cg08980711	R	SLIT1	NM_003061	Body
cg01447281	F	RERE;RERE;RERE	NM_001042682;NM_012102;NM_001042681	Body
cg02951883	F	MAD1L1;MAD1L1;MAD1L1	NM_003550;NM_001013837;NM_001013836	Body
cg22388634	F	VSX1	NM_014588	Body
cg01617211	F	AFG3L1;CENPBD1;AFG3L1;AFG3L1	NR_003228;NM_145039;NR_003227;NR_003226	Body
cg22586726	R	LRRC27;LRRC27;LRRC27;LRRC27;LRRC27	NM_001143757;NR_026559;NM_030626;NM_001143759;NM_001143758	Body
cg20741319	R	WNT5A	NM_003392	Body
cg18775247	R	AICDA	NM_020661	Body
cg21166999	R	ROS1	NM_002944	Body
cg15659527	R	TTC7A	NM_020458	Body
cg17125141	F	AGAP1;AGAP1	NM_014914;NM_001037131	Body
cg10075976	F	ANKS1B;ANKS1B;ANKS1B	NM_020140;NM_152788;NM_181670	Body
cg12673726	R	ABCC2	NM_000392	Body
cg24423088	F	KRTAP8-1	NM_175857	Body
cg27130240	R	CBFA2T3;CBFA2T3	NM_175931;NM_005187	Body
cg19307543	R	MYOM2	NM_003970	Body
cg16890051	R	LOC145845	NR_024264	Body
cg04526616	F	FOXK1	NM_001037165	Body
cg08629884	R	TMEM129;TMEM129	NM_138385;NM_001127266	Body
cg03132518	F	TECRL	NM_001010874	Body
cg13450266	R	MCF2L	NM_001112732	Body
cg06336535	F	FCHO1;FCHO1;FCHO1;FCHO1	NM_015122;NM_001161358;NM_001161359;NM_001161357	Body
cg16990474	F	ADARB2	NM_018702	Body
cg03154226	R	OR5D14	NM_001004735	Body
cg18319799	R	SORCS2	NM_020777	Body
cg12570246	F	MIR1200;ELMO1;ELMO1;ELMO1	NR_031604;NM_001039459;NM_014800;NM_130442	Body
cg15720089	F	CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2	NM_201571;NM_000724;NM_201593;NM_201597;NM_201572;NM_201596;NM_001167945	Body
cg09852127	R	PCDHA12;PCDHA7;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA6;PCDHA1;PCDHA9;PCDHA5;PCDHA3;PCDHA12;PCDHA10	NM_018903;NM_018910;NM_018909;NM_018901;NM_018907;NM_018902;NM_018911;NM_031411;NM_018905;NM_031849;NM_018900;NM_031857;NM_018908;NM_018906;NM_031864;NM_031860	Body
cg07802401	R	ANO3	NM_031418	Body
cg09423312	F	C7orf50;C7orf50;C7orf50	NM_001134395;NM_032350;NM_001134396	Body
cg01140660	R	OPCML	NM_001012393	Body
cg20312687	F	DEFB118	NM_054112	Body
cg03178489	F	OR9G4	NM_001005284	Body
cg04927341	F	COL24A1	NM_152890	Body
cg02345247	F	ADAMTS17	NM_139057	Body
cg02163378	R	OTX2OS1	NR_029385	Body
cg14235273	F	ABI3;ABI3	NM_001135186;NM_016428	Body
cg18331412	F	TGFBI	NM_000358	Body
cg01235000	F	CPLX2;CPLX2	NM_001008220;NM_006650	Body
cg09052548	R	CUGBP2	NM_001025077	Body
cg03844894	F	ACTC1	NM_005159	Body
cg20114524	F	DPCR1	NM_080870	Body
cg16351441	F	SLC22A10;SLC22A10	NM_001039752;NM_001039752	Body
cg27513574	F	SLC34A2;SLC34A2	NM_006424;NM_006424	Body
cg19490598	R	SNTG2	NM_018968	Body
cg11122009	R	AXIN2	NM_004655	Body
cg06271190	F	TMEM100;TMEM100;TMEM100	NM_018286;NM_018286;NM_001099640	Body
cg13558754	F	HSPB6;C19orf55	NM_144617;NM_001039887	Body
cg18058747	F	BHMT	NM_001713	Body
cg24879335	R	TF;TF	NM_001063;NM_001063	Body
cg23176214	F	MIR657;AATK;MIR338	NR_030394;NM_001080395;NR_029897	Body
cg06162038	R	HNMT;HNMT	NM_001024075;NM_006895	Body
cg07330169	R	PDE4D;PDE4D	NM_001165899;NM_001104631	Body
cg01577475	R	PAX8;PAX8;PAX8;PAX8;PAX8;LOC440839	NM_003466;NM_013951;NM_013953;NM_013992;NM_013952;NR_029399	Body
cg10303107	F	PRDM11	NM_020229	Body
cg12664173	F	PFKFB3	NM_001145443	Body
cg02607810	R	SEMA3D	NM_152754	Body
cg04839706	R	GPT2;GPT2	NM_133443;NM_001142466	Body
cg02856953	R	TDRD10;SHE;TDRD10;SHE	NM_182499;NM_001010846;NM_001098475;NM_001010846	Body
cg00777560	R	TAS2R7	NM_023919	Body
cg16781287	F	UBE4A	NM_004788	Body
cg12920180	F	COCH;COCH	NM_001135058;NM_004086	Body
cg06410591	R	TRIP10	NM_004240	Body
cg14203721	F	FPR2;FPR2;FPR2	NM_001005738;NM_001462;NM_001462	Body
cg15980797	R	OLIG3;OLIG3	NM_175747;NM_175747	Body
cg14087921	R	KCNT1	NM_020822	Body
cg07086492	F	ANO8	NM_020959	Body
cg18056600	F	ZMYND15;CXCL16;CXCL16;ZMYND15	NM_001136046;NM_001100812;NM_022059;NM_032265	Body
cg12161848	R	RAPGEF5	NM_012294	Body
cg04352288	R	CA5A	NM_001739	Body
cg00626702	R	FAM53A	NM_001013622	Body
cg02734001	F	TCF12;TCF12;TCF12;TCF12;TCF12	NM_003205;NM_207040;NM_207037;NM_207036;NM_207038	Body
cg05523911	F	TCHH	NM_007113	Body
cg20910408	R	ZMIZ2;ZMIZ2	NM_031449;NM_174929	Body
cg27456707	F	MACROD1	NM_014067	Body
cg18687675	F	GSC	NM_173849	Body
cg16696002	F	DNM3;DNM3	NM_015569;NM_001136127	Body
cg18166947	R	BCL2L13	NM_015367	Body
cg05633407	R	RAB40B	NM_006822	Body
cg13919358	R	TPD52L1;TPD52L1;TPD52L1;TPD52L1	NM_001003395;NM_003287;NM_001003397;NM_001003396	Body
cg07914866	R	IRAK3;IRAK3	NM_001142523;NM_007199	Body
cg09790780	R	A2BP1;A2BP1;A2BP1;A2BP1;A2BP1;A2BP1	NM_001142334;NM_145893;NM_001142333;NM_018723;NM_145891;NM_145892	Body
cg24354581	R	SIM2;SIM2	NM_009586;NM_005069	Body
cg01275887	R	FOXK1	NM_001037165	Body
cg22221320	F	GBP4	NM_052941	Body
cg00543684	R	MCF2L;MCF2L	NM_001112732;NM_024979	Body
cg18170989	R	CAB39L;CAB39L;CAB39L	NM_030925;NM_001079670;NM_030925	Body
cg26577993	F	TUBB3	NM_006086	Body
cg14026106	R	MARCH8;MARCH8;MARCH8	NM_001002265;NM_145021;NM_001002266	Body
cg26405128	F	STT3B	NM_178862	Body
cg15549435	F	DGKB	NM_004080	Body
cg05551114	F	C1QTNF7;C1QTNF7	NM_001135170;NM_001135171	Body
cg24474852	R	AGT;AGT	NM_000029;NM_000029	Body
cg18631301	R	FBXL7	NM_012304	Body
cg27502580	F	MECOM	NM_004991	Body
cg13414059	R	TPO;TPO;TPO;TPO	NM_175719;NM_000547;NM_175721;NM_175722	Body
cg12265623	R	NXPH1	NM_152745	Body
cg05769889	R	DUSP6;DUSP6	NM_001946;NM_022652	Body
cg13776285	F	NR2E1	NM_003269	Body
cg20967819	F	GALNTL4	NM_198516	Body
cg13480738	F	PRKCE	NM_005400	Body
cg26330116	F	LOC145845	NR_024264	Body
cg26124318	F	ADAM32;ADAM32	NM_145004;NM_145004	Body
cg20415053	R	CATSPER4	NM_198137	Body
cg02605007	R	PDE4A;PDE4A	NM_001111307;NM_001111308	Body
cg00682096	R	LOC404266;LOC404266;LOC404266;LOC404266;LOC404266	NR_033203;NR_033204;NR_033201;NR_033205;NR_033202	Body
cg25154424	R	GABRD	NM_000815	Body
cg19148440	R	IL17RE;IL17RE;IL17RE	NM_153480;NM_153483;NM_153481	Body
cg20343859	F	GALNTL6	NM_001034845	Body
cg25449440	F	ZIC4;ZIC4;ZIC4	NM_001168378;NM_032153;NM_001168379	Body
cg12019614	R	DOCK6	NM_020812	Body
cg21052932	F	ABHD12B;ABHD12B	NM_181533;NM_181814	Body
cg06431514	R	CUGBP2;CUGBP2;CUGBP2;CUGBP2	NM_001025076;NM_006561;NM_001025077;NM_001083591	Body
cg06008873	R	EBF2	NM_022659	Body
cg11215486	R	HAPLN1	NM_001884	Body
cg17419888	F	KLHL29	NM_052920	Body
cg19762657	R	MAL;MAL;MAL;MAL	NM_022440;NM_022438;NM_022439;NM_002371	Body
cg01515508	R	CASZ1;CASZ1	NM_017766;NM_001079843	Body
cg14355482	F	NCAM2	NM_004540	Body
cg14932468	F	CYP26B1	NM_019885	Body
cg19809791	F	ESPNP	NR_026567	Body
cg20454002	R	HLX	NM_021958	Body
cg12476735	F	ADAMTS17	NM_139057	Body
cg03592903	F	ADAMTS12	NM_030955	Body
cg26530020	R	PSD3	NM_015310	Body
cg15116481	R	KLK15;KLK15;KLK15	NM_017509;NM_138563;NM_138564	Body
cg21879102	F	CIT	NM_007174	Body
cg13875012	F	FBXO2	NM_012168	Body
cg06539091	R	ABLIM1;ABLIM1;ABLIM1	NM_001003408;NM_001003407;NM_002313	Body
cg08625617	F	CSMD1	NM_033225	Body
cg09169516	R	MAPKAPK2;MAPKAPK2	NM_032960;NM_004759	Body
cg19368016	F	CUGBP2;CUGBP2	NM_006561;NM_001025077	Body
cg12569217	R	RANBP2	NM_006267	Body
cg20802509	F	URB2	NM_014777	Body
cg25110106	F	AMPD2;AMPD2;AMPD2	NM_203404;NM_139156;NM_004037	Body
cg21376109	F	PHACTR2;PHACTR2;PHACTR2;PHACTR2	NM_001100164;NM_001100166;NM_014721;NM_001100165	Body
cg13319501	F	SFMBT2	NM_001029880	Body
cg04140663	F	CPEB1	NM_030594	Body
cg10415354	R	CDYL2	NM_152342	Body
cg00261325	R	AACSL	NR_024035	Body
cg15169189	R	PTPRM;PTPRM	NM_002845;NM_001105244	Body
cg19615684	F	CD9	NM_001769	Body
cg23056713	F	NTM	NM_001048209	Body
cg21542078	R	TRPM4	NM_017636	Body
cg14018215	F	C9orf167	NM_017723	Body
cg18643199	R	SH2D4B;SH2D4B	NM_207372;NM_001145719	Body
cg25160605	R	NELL1;NELL1	NM_006157;NM_201551	Body
cg04624689	F	KIAA0182;KIAA0182	NM_001134473;NM_014615	Body
cg26950953	F	CACNA1I;CACNA1I	NM_001003406;NM_021096	Body
cg01704198	F	CLASP2	NM_015097	Body
cg01354588	F	THSD4	NM_024817	Body
cg01277372	F	MECOM	NM_004991	Body
cg15090440	R	PRDM16;PRDM16	NM_022114;NM_199454	Body
cg18156845	R	MIR744;MAP2K4	NR_030613;NM_003010	Body
cg14688962	R	FAM20A	NM_017565	Body
cg27135915	R	SYCE1;SYCE1;SYCE1	NM_001143764;NM_130784;NM_001143763	Body
cg12004276	R	LMO2;LMO2	NM_005574;NM_005574	Body
cg02113429	R	OVOL2	NM_021220	Body
cg14668632	F	GNA12	NM_007353	Body
cg07529658	R	NCRNA00175;NCRNA00175;COL18A1	NR_027498;NR_028082;NM_130445	Body
cg04428071	F	CSNK1D;CSNK1D	NM_001893;NM_139062	Body
cg04131456	F	TUBA3C;TUBA3C	NM_006001;NM_006001	Body
cg25340050	F	PCDHB16	NM_020957	Body
cg01461552	R	NELL1;NELL1	NM_006157;NM_201551	Body
cg09187695	F	PDGFA;PDGFA	NM_002607;NM_033023	Body
cg02808397	F	FNDC1	NM_032532	Body
cg10129085	R	FNDC1	NM_032532	Body
cg16834356	R	DEFA6	NM_001926	Body
cg23158189	F	GALNT9	NM_001122636	Body
cg10907148	F	C17orf28	NM_030630	Body
cg21884062	R	MIR548F5;NBEA;MAB21L1	NR_031646;NM_015678;NM_005584	Body
cg18090970	F	GALNTL4	NM_198516	Body
cg23896695	R	PVT1	NR_003367	Body
cg09138892	F	FLJ90757	NR_026857	Body
cg13254221	R	ERICH1	NM_207332	Body
cg10538486	R	CGNL1	NM_032866	Body
cg18620300	F	FBXL7	NM_012304	Body
cg14013865	R	KIAA1217;KIAA1217;KIAA1217	NM_019590;NM_001098500;NM_001098501	Body
cg26111575	R	TACC2;TACC2	NM_206862;NM_206861	Body
cg13698224	F	NTRK2;NTRK2;NTRK2;NTRK2;NTRK2	NM_001018064;NM_001007097;NM_006180;NM_001018065;NM_001018066	Body
cg08524803	R	ZNF423	NM_015069	Body
cg17569154	F	DFNA5;DFNA5;DFNA5	NM_001127454;NM_004403;NM_001127453	Body
cg16212298	R	LRRC4B	NM_001080457	Body
cg01750724	R	DLGAP2	NM_004745	Body
cg19075225	F	SNED1	NM_001080437	Body
cg23248910	R	FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2	NM_001144914;NM_001144915;NM_022970;NM_001144913;NM_001144916;NM_000141;NM_001144917;NM_001144919;NM_001144918	Body
cg06604289	F	PRDM2;PRDM2;PRDM2	NM_012231;NM_015866;NM_001135610	Body
cg05530630	R	EGFR;EGFR;EGFR	NM_201284;NM_201282;NM_005228	Body
cg17062109	F	LOC404266;LOC404266;LOC404266;LOC404266;HOXB5	NR_033203;NR_033204;NR_033201;NR_033202;NM_002147	Body
cg09863247	F	PLTP;PLTP	NM_182676;NM_006227	Body
cg05126289	R	ARHGEF11;ARHGEF11	NM_014784;NM_198236	Body
cg10053369	F	CASZ1;CASZ1	NM_017766;NM_001079843	Body
cg24869601	R	TFAP2A;TFAP2A	NM_001042425;NM_003220	Body
cg02846648	R	GLT1D1	NM_144669	Body
cg01117384	F	PMEPA1;PMEPA1;PMEPA1;PMEPA1	NM_199171;NM_199170;NM_199169;NM_020182	Body
cg16877681	F	MAB21L1;MIR548F5;NBEA	NM_005584;NR_031646;NM_015678	Body
cg14750948	F	ZIC1	NM_003412	Body
cg07698196	R	LOC100128542	NM_001162367	Body
cg07838098	R	RHOU	NM_021205	Body
cg21165595	R	TRIM55;TRIM55;TRIM55;TRIM55	NM_033058;NM_184086;NM_184087;NM_184085	Body
cg03199958	R	TRIML1	NM_178556	Body
cg18792022	R	FBXO2	NM_012168	Body
cg10090792	F	EPHA10	NM_001099439	Body
cg02185666	R	NRP2;NRP2;NRP2;NRP2;NRP2;NRP2	NM_201279;NM_018534;NM_201264;NM_201267;NM_003872;NM_201266	Body
cg09495303	R	CHRNE;C17orf107	NM_000080;NM_001145536	Body
cg06820822	F	ZNF804B	NM_181646	Body
cg22588275	F	C3orf50	NR_021485	Body
cg27441486	F	NAV1;NAV1	NM_001167738;NM_020443	Body
cg17992034	R	UTRN	NM_007124	Body
cg20662523	R	IGSF22	NM_173588	Body
cg20264966	F	CTNNA3;LRRTM3;CTNNA3	NM_001127384;NM_178011;NM_013266	Body
cg24677093	R	C10orf41;C10orf41	NR_024421;NR_024422	Body
cg14855367	R	UTS2D;CCDC50;CCDC50;UTS2D	NM_198152;NM_178335;NM_174908;NM_198152	Body
cg25383479	F	NR2E1	NM_003269	Body
cg23423230	F	C2CD2;C2CD2	NM_015500;NM_199050	Body
cg01411786	R	NAV1;NAV1	NM_001167738;NM_020443	Body
cg27245185	F	ANKS1B;ANKS1B;ANKS1B	NM_020140;NM_152788;NM_181670	Body
cg11153239	F	GAP43;GAP43	NM_002045;NM_001130064	Body
cg26104932	R	CYP27A1	NM_000784	Body
cg10739386	R	RIMS1;RIMS1;RIMS1;RIMS1;RIMS1	NM_001168410;NM_001168409;NM_001168407;NM_014989;NM_001168408	Body
cg14711997	F	KCNH2;KCNH2;KCNH2;KCNH2	NM_172057;NM_172056;NM_000238;NM_172057	Body
cg14496169	F	MUSK;MUSK;MUSK	NM_001166281;NM_001166280;NM_005592	Body
cg21739530	F	GALNT7	NM_017423	Body
cg01214458	R	MN1	NM_002430	Body
cg16961816	R	DLX6AS	NR_015448	Body
cg07571637	R	SHANK3	NM_001080420	Body
cg17349389	R	CTNNA2;LRRTM1;CTNNA2	NM_004389;NM_178839;NM_001164883	Body
cg26523478	F	PPBP	NM_002704	Body
cg11789612	F	ITPKA	NM_002220	Body
cg00481951	R	SST	NM_001048	Body
cg06698399	F	CDH4	NM_001794	Body
cg17738861	F	MTMR12	NM_001040446	Body
cg14405625	F	VAV2;VAV2	NM_001134398;NM_003371	Body
cg20319457	F	WDR35;WDR35	NM_020779;NM_001006657	Body
cg10620881	F	PTPRN2;PTPRN2;PTPRN2	NM_002847;NM_130842;NM_130843	Body
cg00183684	F	DDAH1;DDAH1	NM_001134445;NM_001134445	Body
cg07836225	R	B3GALNT2	NM_152490	Body
cg10971559	R	ARMC3	NM_173081	Body
cg21103074	R	PSORS1C1;PSORS1C2	NM_014068;NM_014069	Body
cg10372721	F	GPX6	NM_182701	Body
cg18509185	F	SOBP	NM_018013	Body
cg25272065	R	ST6GALNAC5	NM_030965	Body
cg27324826	R	NOL4	NM_003787	Body
cg01219924	F	FLJ90757	NR_026857	Body
cg12351073	F	EPHA3;EPHA3	NM_182644;NM_005233	Body
cg01481989	R	FRZB	NM_001463	Body
cg08681437	R	ZNF311	NM_001010877	Body
cg22672282	F	IRGC	NM_019612	Body
cg21899743	F	MYOM2	NM_003970	Body
cg10421214	R	BCKDHB;BCKDHB	NM_183050;NM_000056	Body
cg00457403	R	SST	NM_001048	Body
cg08714895	F	ARHGEF10L;ARHGEF10L	NM_001011722;NM_018125	Body
cg23519572	F	RASA3	NM_007368	Body
cg16088380	F	RASA3	NM_007368	Body
cg05574515	F	ADAMTS2;ADAMTS2	NM_021599;NM_014244	Body
cg20208879	R	CTNNA2;CTNNA2	NM_004389;NM_001164883	Body
cg22169384	R	GLT1D1	NM_144669	Body
cg26343510	R	P2RY6;P2RY6;P2RY6;P2RY6	NM_176797;NM_176796;NM_176797;NM_176796	Body
cg01811674	F	IYD;IYD;IYD	NM_001164694;NM_203395;NM_001164695	Body
cg27444751	R	PRDM16;PRDM16	NM_022114;NM_199454	Body
cg10573143	F	SHANK2	NM_012309	Body
cg07847030	R	TCF7L1	NM_031283	Body
cg12256206	F	DACT2	NM_214462	Body
cg01957585	F	PSD3;PSD3	NM_206909;NM_015310	Body
cg08930131	R	COL23A1	NM_173465	Body
cg20702802	F	QTRT1	NM_031209	Body
cg25192717	F	ZBTB9	NM_152735	Body
cg07936456	F	A2BP1;A2BP1;A2BP1;A2BP1;A2BP1;A2BP1	NM_001142334;NM_145893;NM_001142333;NM_018723;NM_145891;NM_145892	Body
cg06656958	F	OR4B1	NM_001005470	Body
cg00294550	F	ANK3	NM_020987	Body
cg06613480	R	SOX2OT	NR_004053	Body
cg27326372	R	CLDN1	NM_021101	Body
cg04503600	F	PCDHGA4;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB7;PCDHGB6;PCDHGB3;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGB7;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5	NM_018917;NM_018921;NM_018912;NM_018922;NM_018927;NM_018926;NM_018924;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_032101;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925	Body
cg05166801	R	CAV2;CAV2	NM_198212;NM_001233	Body
cg18061433	R	C10orf113;NEBL	NM_001010896;NM_213569	Body
cg25243455	F	PAX8;PAX8;PAX8;PAX8;PAX8;LOC440839	NM_003466;NM_013951;NM_013953;NM_013992;NM_013952;NR_029399	Body
cg17406023	R	ZNF536	NM_014717	Body
cg17514558	R	PCDHB19P	NR_001282	Body
cg07196505	R	A2BP1;A2BP1;A2BP1;A2BP1;A2BP1;A2BP1	NM_001142334;NM_145893;NM_001142333;NM_018723;NM_145891;NM_145892	Body
cg04697056	R	FAT1	NM_005245	Body
cg11635101	R	MAD1L1;MAD1L1;MAD1L1	NM_003550;NM_001013837;NM_001013836	Body
cg09154933	R	COL23A1	NM_173465	Body
cg13326801	R	ESPN	NM_031475	Body
cg07499182	R	STARD13	NM_178006	Body
cg05119057	R	C14orf23	NR_026731	Body
cg01998606	R	ZEB2;ZEB2	NM_014795;NM_001171653	Body
cg10115203	R	CAMTA1	NM_015215	Body
cg08932665	F	INPPL1	NM_001567	Body
cg14258143	F	FAM167B	NM_032648	Body
cg24464500	R	KCNK2	NM_001017424	Body
cg06819200	F	ECE1;ECE1;ECE1	NM_001113349;NM_001397;NM_001113348	Body
cg21915910	R	PCDHA2;PCDHA1;PCDHA3;PCDHA3;PCDHA1	NM_018905;NM_031411;NM_031497;NM_018906;NM_018900	Body
cg02831727	R	WWOX	NM_016373	Body
cg21587460	F	CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B	NM_172081;NM_172082;NM_172083;NM_172084;NM_172079;NM_001220;NM_172078;NM_172080	Body
cg21792737	R	NOX3;NOX3	NM_015718;NM_015718	Body
cg04974062	F	PRDM13	NM_021620	Body
cg14352477	R	GJC1;GJC1;GJC1	NM_001080383;NM_001080383;NM_005497	Body
cg09121047	F	LOC339524	NR_026989	Body
cg07132449	F	TP63;TP63;TP63	NM_001114979;NM_001114978;NM_003722	Body
cg02774439	R	HAND2;NBLA00301;HAND2	NM_021973;NR_003679;NM_021973	Body
cg05204123	R	TLCD2	NM_001164407	Body
cg10246081	F	C1QL4	NM_001008223	Body
cg21131024	F	C8orf56;BAALC;BAALC	NR_027071;NM_024812;NM_001024372	Body
cg03570636	F	C5orf38	NM_178569	Body
cg04055693	F	PXDNL	NM_144651	Body
cg04272694	R	DACT2	NM_214462	Body
cg17242608	R	ZIC2	NM_007129	Body
cg07683388	F	ANKRD44	NM_153697	Body
cg00876273	R	HHEX	NM_002729	Body
cg09077167	F	TFAP2C	NM_003222	Body
cg14524936	F	SLC6A5	NM_004211	Body
cg22720392	R	PRDM16;PRDM16	NM_022114;NM_199454	Body
cg22532003	F	NMNAT2	NM_015039	Body
cg05475524	R	ACTN3	NM_001104	Body
cg01678415	R	SEC14L5	NM_014692	Body
cg25819846	R	GPR133	NM_198827	Body
cg04115544	F	ONECUT2	NM_004852	Body
cg24956253	R	CBLN2	NM_182511	Body
cg26841647	R	BAIAP2;BAIAP2;BAIAP2;BAIAP2	NM_017450;NM_006340;NM_001144888;NM_017451	Body
cg21089065	R	NFATC1;NFATC1;NFATC1;NFATC1	NM_006162;NM_172388;NM_172389;NM_172387	Body
cg06842071	F	EFHD1;EFHD1	NR_027663;NM_025202	Body
cg03804083	R	MECOM	NM_004991	Body
cg15003194	F	LOC100128239	NR_027276	Body
cg19229692	F	PLXNA4	NM_020911	Body
cg21167817	R	PRDM16;PRDM16	NM_022114;NM_199454	Body
cg03575556	F	FAM12A	NM_006683	Body
cg20090782	R	SETBP1;SETBP1	NM_015559;NM_001130110	Body
cg12476242	F	RUVBL1	NM_003707	Body
cg23302649	R	C14orf23;C14orf23	NR_026732;NR_026731	Body
cg23266594	F	CDX1	NM_001804	Body
cg18117347	F	SHANK1	NM_016148	Body
cg18007957	R	ESR1;ESR1	NM_001122742;NM_001122742	Body
cg27299033	R	RTN4RL1	NM_178568	Body
cg18026055	F	HLA-DQB2	NR_003937	Body
cg00337658	R	LEF1;LEF1;LEF1;LEF1	NM_001166119;NM_001130714;NM_001130713;NM_016269	Body
cg23982392	F	UST	NM_005715	Body
cg09027601	F	FAM171A1	NM_001010924	Body
cg01786048	R	ESPNL	NM_194312	Body
cg17352995	R	SH3TC1;SH3TC1	NM_018986;NM_018986	Body
cg09210956	R	SNTG2	NM_018968	Body
cg18417622	F	GRID1	NM_017551	Body
cg22382235	F	OR8U8;OR9G9;OR9G1	NM_001013356;NM_001013358;NM_001005213	Body
cg04560213	R	SHISA9	NM_001145204	Body
cg06078892	F	EBF2	NM_022659	Body
cg14839905	R	LRP5	NM_002335	Body
cg09135656	F	PCDHB15	NM_018935	Body
cg15086439	R	EDARADD;EDARADD	NM_080738;NM_145861	Body
cg06850159	F	NRG3;NRG3;NRG3	NM_001165972;NM_001165973;NM_001010848	Body
cg10980102	R	VWF	NM_000552	Body
cg23535596	R	TFAP2A;TFAP2A	NM_001042425;NM_003220	Body
cg18532273	R	RASA3	NM_007368	Body
cg05346688	F	SLCO3A1;SLCO3A1	NM_001145044;NM_013272	Body
cg17822502	R	RALYL;RALYL;RALYL;RALYL	NM_173848;NM_001100392;NM_001100393;NM_001100391	Body
cg20047349	R	ANKFN1	NM_153228	Body
cg05106058	R	GALNTL6	NM_001034845	Body
cg25509697	R	FOXL2;C3orf72	NM_023067;NM_001040061	Body
cg13917918	R	COL5A1	NM_000093	Body
cg14178077	R	PCSK5	NM_006200	Body
cg12137286	R	SHISA7	NM_001145176	Body
cg17596249	R	ARID1B;ARID1B;ARID1B	NM_017519;NM_175863;NM_020732	Body
cg22354618	F	KIAA0802	NM_015210	Body
cg15810304	F	KIAA1211	NM_020722	Body
cg04073265	F	SLC6A3	NM_001044	Body
cg05485250	F	ADAMTS18	NM_199355	Body
cg05270634	R	RND2	NM_005440	Body
cg09788762	R	PRDM16;PRDM16	NM_022114;NM_199454	Body
cg10939667	F	ESR1;ESR1;ESR1;ESR1	NM_001122740;NM_001122741;NM_000125;NM_001122742	Body
cg13928485	F	VAV2;VAV2	NM_001134398;NM_003371	Body
cg14409083	F	EMP1;EMP1	NM_001423;NM_001423	Body
cg21691367	R	MTHFD1L	NM_015440	Body
cg27636330	R	JAKMIP3	NM_001105521	Body
cg11392848	F	C8orf22	NM_001007176	Body
cg12360736	F	MBNL1;MBNL1;LOC401093;MBNL1;LOC401093;MBNL1	NM_021038;NM_207292;NR_027038;NM_021038;NR_027037;NM_207292	Body
